title,ingredients,time,ratings,type,instructions
"Troccoli con pomodori secchi, acciughe e mollica di pane croccante","['Troccoli', 'Pomodori secchi', 'Pane mollica rafferma', ""Olio  d'oliva"", ""Acciughe  sott'olio"", 'Aglio', 'Sale', 'Peperoncino fresco']",25,4.3,Primi piatti,"Mettete in ammollo i pomodori secchi in una ciotola di acqua ben calda 1 fino al loro rinvenimento (10-15 minuti). Nel frattempo togliete la crosta alla pagnotta e spezzettate la mollica di pane che ridurre in briciole fini con l’aiuto delle lame di un robot da cucina 2 . Scolate dall’olio le acciughe e tritatele finemente 3 ;
tritate anche lo spicchio di aglio e il peperoncino, che avrete precedentemente privato dei semi interni 4 . Ponete in una padella 3 cucchiai di olio e fatevi soffriggere e sciogliere le acciughe a fuoco dolce 5 , quindi unite l’aglio e il peperoncino tritati 6 .
Scolate per bene i pomodori secchi rinvenuti, tamponateli con della carta da cucina 7 e tagliateli a striscioline sottili 8 ; uniteli e fateli saltare qualche secondo con gli altri ingredienti in padella 9 .
In un’altra padella, ponete 3 cucchiai di olio e fatevi dorare la mollica di pagnotta 10 fino a che risulti croccante.Intanto, lessate i troccoli in acqua leggermente salata (visto il notevole grado di sapidità del condimento), scolateli e fateli saltare qualche secondo in padella, con il composto di pomodori secchi 11 , aggiungendo, se serve, qualche cucchiaio di acqua di cottura per amalgamare il tutto. Quando avrete già spento il fuoco, aggiungete la mollica croccante 12 , quindi impiattate e servite immediatamente."
Pasta e mollica,"['Spaghetti', 'Peperoncino fresco piccante', 'Acciughe sotto sale filetti', 'Sale', 'Aglio', 'Pane casereccio mollica', 'Prezzemolo', ""Olio  d'oliva""]",20,4.4,Primi piatti,"Per preparare la pasta e mollica, tagliate a metà una pagnotta di pane e prelevatene la mollica 1 da porre nel mixer 2 per tritarla finemente 3 .
Preparate anche gli altri ingredienti: tritate il ciuffo di prezzemolo 4 e sminuzzate il peperoncino fresco, privato dei semini interni 5 . Iniziate poi a tostare la mollica del pane: in un'ampia padella scaldate a fuoco basso 50 ml di olio d'oliva e schiacciate mezzo spicchio di aglio 6
Quando l'aglio sarà rosolato, aggiungete la mollica 7 e mescolate con una palettina di legno per insaporirla 8 e fare in modo che non si bruci: dovrete farla tostare a fuoco medio per circa 5-8 minuti. Intanto in un'altra padella ampia, scaldate i 50 ml di olio d'oliva restanti, unite il peperoncino tritato e l'altrà metà dello spicchio di aglio sbucciato 9 .
Scolate i filetti di alici dall'olio di conservazione e versateli in padella 10 , quindi scioglietelli a fuoco medio 11 . Portate a bollore abbondante acqua salata e lessate gli spaghetti al dente 12 .
Quando saranno pronti, scolate gli spaghetti (conservate l'acqua di cottura) e trasferiteli nella padella con aglio, olio, peperoncino e filetti di alici 13 . Mantecate la pasta a fuoco vivace, unite la mollica tostata 14 e il prezzemolo tritato 15 .
Mescolate e bagnate con un mestolo di acqua di cottura degli spaghetti 16 . La pasta e mollica è pronta per essere servita ben calda (17-18)!"
Torta golosa al cioccolato senza farina,"['Cioccolato fondente', 'Burro', 'Farina di mandorle', 'Zucchero', 'Uova', 'Cioccolato fondente', 'Panna fresca liquida', 'Mandorle in scaglie']",90,4.3,Dolci,"Per preparare la torta golosa al cioccolato senza farina cominciate dall’impasto. Tagliate il burro a tocchetti, mettetelo in un pentolino e fatelo sciogliere a temperatura dolce 1 . Nel frattempo sminuzzate finemente il cioccolato fondente 2 , raccoglietelo in una ciotola e non appena il burro è fuso versatelo nel recipiente 3 .
Mescolate subito con una spatola affinché il cioccolato si fonda; tenetelo in disparte 4 . Nel frattempo separate le uova, a temperatura ambiente, in due ciotole capienti 5 e cominciate a sbattere gli albumi con circa la metà dello zucchero (75 g) 6
utilizzando delle fruste elettriche (o la planetaria) 7 . Una volta che avrete ottenuto dei bianchi montati a lucido (quindi un po’ meno sodi rispetto a montarli a neve) spegnete le fruste 8 e, con le stesse, montate i tuorli con la restante parte di zucchero versandola un po’ per volta 9 .
Dopo circa 3-4 minuti il composto risulterà chiaro e spumoso, spegnete le fruste 10 e unite il cioccolato ormai tiepido 11 . Mescolate con una spatola 12 ,
finché non avrete ottenuto un composto morbido e omogeneo 13 dopodiché aggiungete anche gli albumi 14 . Incorporateli con una spatola e facendo molta delicatezza, con movimenti dal basso verso l’alto 15 .
Poi fate lo stesso con la farina di mandorle, meglio se sgranata con una forchetta per evitare i grumi (16-17) Imburrate uno stampo da 24 cm e spolverizzatelo con la fecola di patate o eventualmente rivestitelo con carta forno 18 .
Trasferite il composto in uno stampo 19 e per livellare la superficie fate ruotare un paio di volte lo stampo tra le mani 20 , infine cuocete in forno statico, già caldo a 180° per 50 minuti sul ripiano medio. Lasciate raffreddare completamente la torta prima di sformarla e capovolgerla direttamente sul piatto da portata, in modo che la parte superiore stia a contatto con il piatto. Non preoccupatevi, la torta tenderà ad abbassarsi nel mezzo, è normale a causa della mancanza della farina 21 .
Nel frattempo tostate velocemente le lamelle di mandorla in padella e tenetele da parte 22 . Non appena il dolce sarà freddo occupatevi della ganache montata. Scaldate la panna fino a farle sfiorare il bollore 23 mentre sminuzzate finemente il cioccolato; raccoglietelo in una ciotola 24 .
la panna a questo punto dovrebbe essere ben calda, quindi versatela sul cioccolato 25 e mescolate con una spatola 26 finché non si saranno compattati gli ingredienti 27 .
Sistemate il recipiente in uno più grande con all’interno un po’ d’acqua fresca e dei cubetti di ghiaccio 28 . Azionate le fruste 29 e montate fino ad ottenere un composto chiaro e spumoso e dalla consistenza soffice 30 .
Quindi spegnete le fruste e andate a rivestire la torta con la ganache montata 31 : sia in superficie 32 che intorno alla circonferenza 33 .
Pulite il piatto 34 e poi guarnite con le lamelle di mandorla cospargendo la circonferenza dal lato superiore 35 . Ecco pronta la vostra torta golosa al cioccolato senza farina: buon appetito 36 !"
Minestra di verza,"['Ditaloni Rigati', 'Verza', 'Scalogno', ""Olio  d'oliva"", 'Acqua  l', 'Alloro  foglie', 'Timo  rametti', 'Ros  rametti', 'Pepe nero', 'Salerosso']",35,4.0,Primi piatti,"Per preparare la minestra di verza, per prima cosa mondate e affettate sottilmente lo scalogno 1 . In un tegame capiente scaldate l’olio di oliva 2 , quindi versate lo scalogno 3 e lasciatelo stufare a fuoco dolce per 5 minuti.
Intanto prendete la verza, eliminate la costa centrale più dura 4 , quindi tagliatela a listarelle 5 . Lavate sotto l’acqua corrente la verza e lasciatela da parte a scolare. Nel frattempo raccogliete i rametti di timo, di rosmarino e le foglioline di alloro e legateli con lo spago 6 , in questo modo sarà più facile rimuoverli dalla pentola a fine cottura.
Quando lo scalogno sarà ben stufato, unite il mazzetto di aromi 7 e la verza 8 , lasciate insaporire a fuoco moderato per 5 minuti, poi versate l’acqua 9
Eliminate gli aromi con una pinza da cucina 10 , salate 11 e portate l’acqua al bollore. Quando l’acqua inizierà a bollire, versate la pasta 12 e cuocetela per 10 minuti o per il tempo indicato sulla confezione.
Verso fine cottura pepate a piacere 13 , poi spegnete il fuoco 14 e servite subito la vostra minestra di verza ben calda 15 ."
Mini muffin salati ricotta e speck,"['Ricotta vaccina', 'Speck', 'Farina', 'Uova', 'Grana Padano', 'Lievito istantaneo per preparazioni salate', 'Erba cipollina', 'Olio di semi', 'Pepe nero', 'Sale', ""Olio  d'oliva""]",40,4.3,Antipasti,"Per realizzare i mini muffin salati ricotta e speck, ponete in una ciotola le due uova leggermente sbattute 1 , aggiungete la ricotta di vaccina ben scolata dal suo siero 2 e incorporatela mescolando con una frusta a mano, quindi salate leggermente 3 ;
aromatizzate con del pepe macinato 4 e unite anche il lievito in polvere per preparazioni salate 5 . Aromatizzate l’impasto con l’erba cipollina tagliando la parte più verde degli steli con le forbici 6 .
Ora incorporate anche il Grana grattugiato 7 e, poco alla volta, unite la farina poco alla volta alternandola all’olio di semi (8-9).
Amalgamate bene il composto 10 . Una volta pronto trasferite l’impasto all’interno di una sac-à-poche usa e getta (11-12).
Ungete con l’olio di oliva uno stampo da 24 mini muffin (anche uno da 12 mini muffin andrà bene, potrete preparare poi una seconda teglia) 13 , spennellate accuratamente 14 prendete le fettine di speck e dividetele a metà per foderare con ciasucna metà ogiu incavo 15 ; spremete l’impasto all’interno di ciascuno spazio fino a 3/4 15 .
spremete l’impasto all’interno di ciascuno spazio fino a 3/4 16 . Una volta riempita la teglia 17 cuocete i mini muffin in forno statico preriscaldato a 180° per 25 minuti (prima di sfornare controllate che siano ben dorati in superficie). A fine cottura sfornate i mini muffin salati ricotta e speck e lasciateli intiepidire prima di servirli 18 ."
Coppette di yogurt e frutti di bosco,"['Yogurtreco', 'Miele abbondante', 'Frutti di bosco', 'Muesli croccante', 'Zucchero', 'Acqua', 'Amido di mais   ni']",15,4.4,Dolci,"Per preparare le coppette di yogurt e frutti di bosco iniziate scaldando a fuoco dolce i frutti di bosco (tenendone da parte alcuni per guarnire le coppette) in un pentolino con l’acqua e lo zucchero 1 . Dopo circa 5 minuti, quando i frutti si saranno disfatti 2 , passateli con un colino, per ottenere una coulis liscia e senza semini 3 .
Sciogliete quindi due cucchiaini di amido di mais in un po’ di acqua e versateli nella coulis, ponete ancora sul fuoco per qualche minuto fino a che la coulis non si sarà addensata 4 (aggiungete in caso un altro cucchiaino di amido di mais). Versate la coulis così ottenuta in 4 bicchierini, riempiendoli per 1/3 5 e riponeteli in frigorifero per circa 20 minuti (o in freezer). Nel frattempo aggiungete un bel cucchiaio di miele allo yogurt greco, regolandovi secondo i vostri gusti 6
e mescolate bene 7 . Quando la coulis di frutti di bosco si sarà raffreddata estraete i bicchierini dal frigorifero, dividete lo yogurt nelle coppette 8 e aggiungetevi uno strato di muesli croccanti 9 . Guarnite con dei frutti di bosco freschi e gustate le coppette di yogurt ai frutti di bosco ben fredde!"
"Polpette di quinoa, zucchine e stracchino","['Quinoa', 'Acqua', ""Olio  d'oliva"", 'Sale', 'Zucchine', 'Stracchino', 'Parmigiano Reggiano', 'Pangrattato', 'Uova medie', 'Scorza di limone biologico', 'Erba cipollina', ""Olio  d'oliva"", 'Olio di semi per friggere', 'Sale', 'Pepe nero']",50,4.2,Antipasti,"Per preparare le polpette di quinoa, zucchine e stracchino cominciate eliminando la saponina. Si tratta di una sostanza che c’è sulla quinoa perciò sarà sufficiente versarla in un colino e sciacquarla 1 . In un tegame versate un filo d’olio 2 e tostate la quinoa per qualche istante mentre mescolate di continuo 3 .
Coprite con acqua, salate e portate a bollore 4 . Mescolate di tanto in tanto e cuocete per circa 15 minuti: a fine cottura l’acqua dovrà essere completamente assorbita 5 . Spegnete la fiamma e lasciate intiepidire per una decina di minuti 5 . Nel frattempo potete occuparvi del resto. Lavate e asciugate le zucchine, dopodiché spuntatele e grattugiatele con una grattugia a maglie larghe 6 .
Regolate di sale e pepe, aggiungete poi l’erba cipollina sminuzzata con le forbici 7 e la scorza grattugiata di limone 8 . A questo punto unite anche la quinoa ormai tiepida 9 ,
il pangrattato ed il Parmigiano 10 e per finire le uova 11 . Inizialmente mescolate il tutto con una spatola 12
dopodiché passate a compattare con le mani 13 . Prima di procedere con la formazione delle polpette disponete un vassoio con del pangrattato. Quindi prelevate un po’ di impasto e schiacciatelo nel mezzo fino a formare una conca 14 . Nel centro versate circa 1 cucchiaino di stracchino 15
e coprite con ancora un po’ di impasto 16 e sigillate bene le polpette, eviterete così che fuoriesca il formaggio 17 . Rotolate le polpette nel pangrattato e procedete con la cottura 18 .
Immergete non più di 2-3 polpette alla volta in abbondante olio a 165° 19 . Ci vorranno 2-3 minuti per dorare la superficie 20 . Ecco pronte le vostre polpette di quinoa, zucchine e stracchino… gustatele calde o tiepide 21 !"
Polpette di fagioli cannellini,"['Fagioli cannellini precotti', 'Patate', 'Sale', 'Pane raffermo', 'Salvia  foglie', 'Ros', 'Pepe nero', 'Aglio', 'Semola dirano duro rimacinata', ""Olio  d'oliva""]",40,4.5,Secondi piatti,"Per realizzare le polpette di fagioli cannellini per prima cosa lessate le patate 1 per 30-40 minuti o comunque finché non saranno morbide, verificando la cottura con una forchetta: quando arriva facilmente al cuore delle patate saranno pronte. Nella ciotola del mixer versate i fagioli cannellini scolati, lo spicchio d'aglio 2 , il pane raffermo e qualche aghetto di rosmarino 3 .
Unite anche le foglie di salvia 4 e azionate il mixer per frullare il composto 5 . Quando le patate saranno pronte passatele con tutta la buccia nello schiacciapatatele e raccogliete la purea in una ciotola 6 dovrete ottenere circa 245 g di purea.
Unite il composto di cannellini e aromi 7 e impastare qualche secondo con le mani, ottenendo un composto omogeneo e morbido 8 . Con le mani formate 14 polpettine da circa 35 g l’una 9 .
Con le dita modellatee le polpette schiacciandole sino ad ottenere uno spessore di circa 2 cm e 3 cm di diametro. Passate ciascuna polpetta nella semola rimacinata 10 . Adagiatele man mano su una placca da forno foderata con carta 11 . Condite con olio e sale 12 .
Cuocete in forno ventilato preriscaldato a 200° per 15 minuti. Quindi girate le polpette facendo attenzione a nonn scottarvi 13 e proseguite la cottura in forno per altri 10 minuti sino ad ottenere polpette dorate e croccanti 14 . Lasciate intiepidire prima di servire le polpette di fagioli cannellini 15 ."
Gateau di zucchine con cuore filante,"['Zucchine', 'Cipollotto fresco', 'Uova', 'Mozzarella', 'Scamorza affumicata', 'Pecorino romano', 'Pancetta', 'Pangrattato', 'Sale', 'Burro', 'Pangrattato']",70,4.5,Piatti Unici,"Per preparare il gateau di zucchine con cuore filante cominciate dalle zucchine. Dopo averle sciacquate e spuntate grattugiatele usando una grattugia a maglie larghe 1 . Tenete un attimo da parte e spostatevi ai fornelli. In una padella ben calda versate la pancetta tagliata a cubetti 2 . Fatela rosolare per bene e quando sarà dorata mettete da parte 3 .
Nel grasso rilasciato dalla pancetta versate il cipollotto pulito e tagliato a rondelle sottili 4 , dopodiché aggiungete le zucchine e cuocete per una decina di minuti aggiustando di sale: è importante che il fondo di cottura sia ben asciutto 5 . Versate le zucchine e il cipollotto cotti in una ciotola e fate raffreddare completamente. Dopodiché aggiungete il pecorino grattugiato, il pangrattato 6 ,
la scamorza 7 e la mozzarella per pizza tagliata a cubetti 8 , poi la pancetta e le uova 9 .
Mescolate bene il tutto con un cucchiaio di legno o una spatola ottenendo un impasto bello compatto 10 , trasferite il composto in uno stampo da 20 x 11 cm e alto 7 cm imburrato e rivestito da carta forno 11 . Livellate accuratamente e spolverizzate la superficie con pangrattato 12
infine cospargete con un po' di burro fuso 13 . Il vostro gateau di zucchine con cuore filante è pronto per cuocere in forno statico, già caldo a 200°, per circa 25 minuti 15 ."
Biscotti allo zenzero,"['Zucchero di canna', 'Farina dicciole', 'Zenzero fresco', 'Burro', 'Zucchero', 'Tuorli', 'Scorza di limone', 'Farina']",60,4.2,Dolci,"Per realizzare i biscotti allo zenzero iniziate pelando lo zenzero con un coltello 1 , quindi tagliatelo a pezzetti 2 . Nella ciotola di un mixer versate la farina di nocciole, lo zucchero di canna 3
e lo zenzero tagliato a pezzettini 4 , frullate tutto fino ad ottenere un composto omogeneo 5 . Trasferite l’impasto all’interno di una ciotola e aggiungete il burro ammorbidito a pezzetti 6 .
Profumate con la scorza di limone 7 , aggiungete anche lo zucchero 8 e mescolate il tutto con una spatola 9 per amalgamare gli ingredienti.
Versate nell’impasto amalgamato il tuorlo d’uovo 10 , mescolate ancora, quindi unite in due tempi la farina, in questo modo sarà più pratico amalgamarla a l resto dell’impasto 11 , iniziate ad impastare a mano 12
Raccogliete bene tutti gli ingredienti, poi trasferite l’impasto su una spianatoia leggermente infarinata 13 e compattate l’impasto creando un panetto 14 , avvolgetelo con pellicola da cucina 15 e ponetelo in frigorifero a rassodare per almeno 1 ora.
Trascorso il tempo di riposo riprendete il panetto, adagiatelo su una spianatoia e spolverizzatelo con poca farina 16 , ponendo ai due lati dei righelli alti 1 cm che vi aiuteranno ad ottenere il giusto spessore (se non li avete cercate comunque di raggiungere lo spessore indicato), stendete quindi l’impasto con il mattarello 17 fino ad arrivare al livello dei righelli. Strisciate sulla frolla il dorso di una forchetta per conferire un motivo a strisce con i rebbi 18 ,
poi con un coppapasta del diametro di 6 cm ritagliate i biscotti 19 . Impastate nuovamente la frolla avanzata per realizzare altri biscotti: con queste dosi ne otterrete 18. Man mano che realizzate i biscotti, adagiateli su un vassoio aiutandovi con un tarocco o una paletta per non scaldare troppo l'impasto 20 , quindi lasciateli rassodare in frigorifero per 10-15 minuti, in questo modo manterranno la forma in cottura. Trascorsi i 10-15 minuti, tirate fuori dal frigorifero il vassoio e trasferite i biscotti su una leccarda rivestita con carta da forno 21 .
Cuocete i biscotti 22 in forno statico preriscaldato a 185° per 25-30 minuti sul ripiano centrale del forno. Quando i vostri biscotti allo zenzero saranno leggermente dorati, sfornateli 23 , lasciateli intiepidire prima di servirli 24 ."
Insalata di ceci estiva,"['Ceci precotti', 'Peperoniialli', 'Zucchine tonde', 'Pomodorini datterini', 'Cipolle rosse', 'Cetrioli', 'Feta', 'Menta', 'Limoni', ""Olio  d'oliva"", 'Sale', 'Pepe nero']",30,4.3,Insalate,"Per preparare l’insalata di ceci estiva cominciate lavando e asciugando tutti gli ortaggi. Eliminate la calotta del peperone e staccate il picciolo coi semi 1 , poi rimuovete i filamenti interni e infine tagliate il peperone a listarelle sottili 2 . Dividete a metà i pomodorini 3 .
Passate alla zucchina: spuntatela e tagliatela a rondelle 4 ; da queste ottenete dei bastoncini 5 . Spuntate il cetriolo e, senza pelarlo, ricavate fettine oblique non troppo spesse 6 .
Mondate e tagliate a fettine sottili la cipolla rossa 7 . Infine preparate il condimento per l’insalata versando nel boccale di un mixer le foglie di menta fresca insieme all’olio 8 . Frullate con il mixer ad immersione 9
e aggiungete il succo di limone 10 . Mescolate e trasferite in una ciotolina. Scolate i ceci precotti e versateli in una ciotola piuttosto capiente 11 , poi aggiungete uno ad uno tutti gli altri ingredienti: le zucchine, le cipolle rosse e i peperoni 12 ,
i cetrioli 13 e i pomodorini. Poi aromatizzate con la scorza grattugiata del limone 14 e condite tutto con l'olio alla menta 15 , sale e pepe a piacere.
Mescolate e aggiungete il tocco finale: la feta sbriciolata 16 . Un'ultima mescolata 17 e la vostra insalata di ceci estiva è pronta per essere gustata 18 !"
Seppie in umido,"['Seppie', 'Pomodori datterini pelati', 'Cipolle bianche', 'Vino bianco', 'Aglio', 'Prezzemolo', ""Olio  d'oliva"", 'Sale', 'Pepe nero']",80,4.0,Secondi piatti,"Per preparare le seppie in umido iniziate a tritare la cipolla 1 . In una casseruola versate l’olio, unite la cipolla 2 e stufatela a fuoco dolce per circa 10 minuti. Quando la cipolla sarà appassita aggiungete i pomodori datterini 5 .
Salate 4 , pepate e coprite con un coperchio 5 . Abbassate il fuoco lasciate cuocere per 20-25 minuti a fiamma bassa, da quando inizierà a bollire. Nel frattempo pulite le seppie. Staccate il ciuffo dal mantello 6 .
Pulite l'interno della testa 7 ed eliminate il becco che si trova al centro dei tentacoli 8 . Tagliate le seppie ad anelli di 1 cm 9 .
Prendete un'altra padella versate un filo di olio, un spicchio d’aglio 10 e lasciatelo dorare. Versate le seppie 11 e rosolate per 2/3 minuti a fiamma viva. Quando il liquido di cottura si sarà asciugato sfumate con il vino bianco 12 e lasciatelo evaporare completamente. Quindi eliminate l'aglio.
Versate le seppie nella casseruola con il pomodoro 13 e lasciate cuocere per 15-20 minuti 14 . Di tanto in tanto assaggiate le seppie per verificare la cottura. Trascorso il tempo di cottura, aggiungete una bella spolverata di prezzemolo tritato e servite 15 ."
Sarde in saor,"['Sarde', 'Cipolle bianche', 'Aceto di vino bianco', 'Alloro  foglie', 'Sale', 'Pinoli', 'Uva passa', 'Olio di semi diirasole', 'Farina', 'Olio di semi diirasole']",90,3.6,Antipasti,"Per preparare le sarde in saor iniziate dalla pulizia dei pesci: staccate la testa 1 , incidete leteralmente per eviscerarle, quindi regolate il bordo con le forbici e sciacquate sotto acqua corrente. Le sarde devono rimanere intere 3 .
Ponete sul fuoco un tegame colmo di olio di arachidi, intanto infarinate le sarde 4 e adagiatele su un vassoio 5 . Quando l'olio avrà raggiunto la temperatura di circa 175°, immergete poche sarde per volta 6 .
Cuocete per qualche minuto, il tempo di dorarle 7 , scolatele su un vassoio rivestito con carta assorbenete 8 . Salate 9 e lasciate raffreddare.
Mondate e affettate le cipolle 10 . Scaldate l'olio di semi in un tegame 11 , unite le cipolle 12 .
Versate l'aceto 13 , l'uvetta 14 , i pinoli 15 e l'alloro.
Salate, pepate 16 , coprite con coperchio 17 e cuocete per circa 20 minuti, il tempo di farle ammorbidire 18 .
Ora versate uno strato di saor in una pirofila 19 , adagiate una parte delle sarde fritte 20 e ricoprite con altro saor. Proseguite fino a terminare gli ingredienti, l'ultimo strato deve essere di saor 21 .
Coprite con pellicola e lasciate riposare in frigorifero 22 . Servite con polenta 23 le sarde in saor 24 ."
Broccoli affogati,"['Broccoli', 'Cipolle', ""Olio  d'oliva"", ""Acciughe sott'olio filetti"", 'Prezzemolo', 'Pecorino frescorattugiato', 'Vino rosso', 'Sale', 'Pepe nero', 'Aglio']",75,4.1,Contorni,"Per realizzare i broccoli affogati iniziate mondando la cipolla 1 , elimintate il peduncolo poi tritaela finemente 2 e tenetela da parte. Poi lavate e asciugate bene il prezzemolo e tritate anch’esso finemente 3 .
Procedete con i broccoli: scartatene le foglie e privateli delle cime fiorite. Poi dividete le cimette dal gambo centrale 4 e lavateli sotto un getto di acqua fredda 5 . Ora prendete un tegame antiaderente dal fondo largo: versate 30 g di olio e fate rosolare uno spicchio di aglio 6 per insaporire.
Quando avrà una colorazione dorata, eliminatelo 7 . Fate poi rosolare a fuoco molto basso per circa 5-6 minuiti anche la cipolla 8 e quando sarà appassita unite metà delle acciughe scolate dell'olio di conservazione 9 .
A questo punto versate le cime di broccolo nel tegame 10 , regolando di sale 11 e pepe. Quindi irrorate con il restante olio 12 .
Cospargete con il pecorino 13 e le rimanenti acciughe sempre scolate dell'olio in eccesso 14 . Poi coprite con il coperchio e lasciate cuocere a fuoco molto basso per 25 minuti 15 : i broccoli si cuoceranno grazie al vapore che si crea all’interno del tegame. Non mescolateli mai per evitare che si sfaldino.
Passato il tempo indicato, irrorate i broccoli con il vino 16 e condite con il prezzemolo 17 : mescolate piano, con delicatezza, giusto il tempo di amalgamare il prezzemolo. Quindi lasciate cuocere così per altri 25 minuti a fuoco molto dolce. I broccoli a fine cottura dovranno risultare morbidi e teneri. Se durante la cottura vi accorgete che non c'è abbastanza liquido, potete aggiungere un mestolo di brodo vegetale . I vostri broccoli affogati sono ora pronti per essere gustati come delizioso contorno 18 !"
Crocchette di patate e speck,"['Patate', 'Speck', 'Uova medie', 'Grana Padano', 'Prezzemolo', 'Noce moscata', 'Sale', 'Pepe nero', 'Uova medio', 'Pangrattato', 'Olio di semi di arachide']",45,4.5,Antipasti,"In una casseruola mettete a bollire dell’acqua salata, quindi fate cuocere le patate con la buccia 1 , una volta cotte, sbucciatele e schiacciatele con uno schiacciapatate all’interno di una ciotola 2 . Quindi aggiungete alla purea di patate, il prezzemolo, il sale ed il pepe.
Quindi sminuzzate lo speck e unitelo all’impasto 4 aggiungete poi le uova e il Grana Padano grattugiato 5 . Amalgamate quindi bene tutti gli ingredienti 6
e prelevate con le mani una parte del composto (circa 50 g) e modellatelo per formare delle crocchette 7 . Quindi passate le crocchette nell’uovo sbattuto 8 , poi nel pangrattato 9
e infine friggetele in olio bollente e lasciatele ben dorare rigirandole da una parte e dall’altra. (10-11) Scolatele su un foglio di carta assorbente e servite calde 12 ."
Vellutata di sedano rapa,"['Sedano rapa', 'Porri', 'Acqua', 'Panna fresca liquida', 'Nocciole intere spellate', 'Salvia  mazzetti', ""Olio  d'oliva"", 'Noce moscata', 'Sale', 'Pepe nero']",70,4.4,Primi piatti,"Per preparare la vellutata di sedano rapa, per prima cosa pulite gli ortaggi: sciacquate i porri sotto l’acqua corrente, eliminate la parte verde 1 e la parte con la radice che si trova all’estremità opposta, poi praticate un’incisione longitudinale con il coltello ed eliminate le foglie esterne più coriacee 2 ; infine tagliate il gambo del porro a tocchetti di un paio di cm di spessore 3 . Dovrete ottenere circa 280 g di porro pulito.
Passate ora al sedano rapa: lavatelo accuratamente sotto l’acqua corrente per rimuovere i residui di terra, poi eliminate la buccia con la lama affilata di un coltello 4 e tagliatelo prima a fette 5 e poi a tocchetti di un paio cm di spessore 6 . Dovrete ottenere circa 1,2 kg di sedano rapa pulito.
Scaldate l’olio in una casseruola, aggiungete le foglie di salvia (conservate un paio di foglie per la guarnizione finale) e lasciate che insaporiscano l’olio per circa 5 minuti a fuoco medio-basso 7 , dopodiché rimuovetele con una pinza da cucina 8 . A questo punto aggiungete i tocchetti di porro 9
e di sedano rapa 10 , alzate la fiamma e fateli tostare per altri 5 minuti, poi versate l’acqua fredda 11 , coprite con un coperchio 12 e lasciate cuocere a fuoco medio per circa 40 minuti.
Nel frattempo, sistemate le nocciole pelate in una teglia da forno 13 e fatele tostare in forno ventilato preriscaldato a 190° per circa 15 minuti o fino a che saranno dorate 14 ; una volta tostate, rompete grossolanamente le nocciole schiacciandole con la parte piatta della lama di una coltello 15 .
Infine tritate finemente le foglie di salvia che avevate tenuto da parte 16 . Trascorso il tempo di cottura degli ortaggi, spegnete il fuoco e frullate il tutto con un frullatore a immersione 17 fino a ottenere un composto cremoso 18 .
Versate la crema in un colino e setacciatela con l’aiuto di una spatola, per ottenere una consistenza vellutata 19 . Unite la panna fresca 20 e la noce moscata grattugiata 21 e mescolate bene.
Ora potete trasferire la vellutata in un piatto fondo 22 , guarnite la superficie con le nocciole tostate 23 , aggiungete un po’ di salvia tritata e una macinata di pepe: la vostra deliziosa vellutata di sedano rapa è pronta per essere gustata 24 !"
Rotolo dolce senza cottura,"['Biscotti secchi', 'Cacao amaro in polvere', 'Zucchero', 'Burro', 'Latte intero freddo', 'Ricotta vaccina', 'Gocce di cioccolato fondente', 'Zucchero a velo', 'Rum', 'Caffè']",30,4.6,Dolci,"Per preparare il rotolo dolce senza cottura preparate il caffè nella dose richiesta, con la moka. Fate intiepidire. Intanto realizzate la crema, versando in una ciotola la ricotta ben scolata 1 , aggiungete poi il caffè raffreddato 2 e il rum 3 .
Mescolate con una spatola 4 , aggiungete lo zucchero a velo setacciandolo 5 e mescolate ancora 6 .
Unite le gocce di cioccolato 7 , mescolate un'ultima volta 8 e riponete in frigorifero fino a che anche la base non sarà pronta. Quindi occupatevi della base. Fondete il burro e lasciatelo raffreddare. Versate i biscotti secchi in un mixer 9
e frullateli fino ad ottenere delle briciole sottili 10 . Versatele poi in una ciotola 11 , aggiungete il cacao amaro 12 ,
lo zucchero 13 e il burro fuso oramai freddo 14 . Mescolate il tutto 15 ,
poi aggiungete una parte del latte 16 e continuate a mescolare. Versate il latte poco alla volta in modo da regolarvi meglio sulla consistenza, ne serviranno 90-100 g. Mescolate bene il composto, fino a che non risulterà compatto ed omogeneo 17 . Trasferite poi su uno strato di pellicola 18 .
Coprite con altra pellicola e stendete la pasta utilizzando un mattarello 19 . Dovrete ottenere un rettangolo grande circa 25x30 cm. Eliminate la pellicola superiore 20 e riprendete la crema dal frigo. Spargetela sulla base, lasciando i bordi liberi 21 .
Aiutandovi con la pellicola per sollevare il bordo 22 , arrotolate stringendo bene la pasta, ma delicatamente. Otterrete il vostro rotolo 23 , conservate in freezer per 2 ore prima di tagliarlo. Una volta tagliato a fette aspettate qualche minuto prima di servirlo 24 ."
